energy,tempo,danceability,loudness,valence,speechiness,instrumentalness,acousticness,liveness,duration_ms,track_name,track_artist,playlist_genre,playlist_subgenre,track_popularity,popular,genre_group
0.54,84.115,0.773,-7.123,0.322,0.103,0.0,0.371,0.131,280000.0,Dear Mama,2Pac,hip-hop,90s,68,1,urban
0.703,94.828,0.813,-5.077,0.241,0.268,1.26e-06,0.125,0.237,224533.0,Survival of the Fittest,Mobb Deep,hip-hop,90s,68,1,urban
0.884,104.536,0.845,-4.506,0.904,0.0759,2.1e-06,0.0128,0.203,257400.0,Mo Money Mo Problems (feat. Puff Daddy & Mase) - 2014 Remaster,"The Notorious B.I.G., Mase, Diddy",hip-hop,90s,72,1,urban
0.666,96.662,0.848,-6.547,0.744,0.274,0.000699,0.173,0.129,251573.0,Can I Kick It?,A Tribe Called Quest,hip-hop,90s,68,1,urban
0.732,172.329,0.598,-7.013,0.595,0.425,0.0,0.144,0.508,262507.0,Keep Ya Head Up,2Pac,hip-hop,90s,68,1,urban
0.767,127.361,0.532,-5.509,0.755,0.0574,0.000513,0.00287,0.39,210173.0,You Shook Me All Night Long,AC/DC,rock,80s,81,1,rock
0.795,112.067,0.645,-12.095,0.535,0.0527,0.00389,0.347,0.104,251489.0,Everybody Wants To Rule The World,Tears For Fears,rock,80s,85,1,rock
0.802,119.25,0.491,-7.106,0.472,0.0392,0.0,0.25,0.387,248907.0,Don't Stop Believin',Journey,rock,80s,72,1,rock
0.373,92.718,0.671,-18.064,0.732,0.0323,8.01e-05,0.257,0.0481,295893.0,Africa,TOTO,rock,80s,83,1,rock
0.7,188.386,0.31,-5.678,0.763,0.047,0.00965,0.011,0.0828,255493.0,Back In Black,AC/DC,rock,80s,83,1,rock
0.942,148.723,0.527,-5.64,0.495,0.0366,0.0,0.0115,0.188,241307.0,Dancing In the Dark,Bruce Springsteen,rock,80s,82,1,rock
0.959,122.805,0.541,-2.947,0.812,0.0505,2.18e-06,0.0663,0.344,222707.0,You Give Love A Bad Name,Bon Jovi,rock,80s,81,1,rock
0.834,139.13,0.509,-6.205,0.774,0.0386,0.0,0.0183,0.0732,216053.0,Summer Of '69,Bryan Adams,rock,80s,80,1,rock
0.836,113.375,0.743,-6.465,0.82,0.116,0.0,0.0804,0.384,188987.0,Should I Stay or Should I Go - Remastered,The Clash,rock,80s,80,1,rock
0.712,113.805,0.671,-7.815,0.462,0.0476,0.0,0.429,0.103,248440.0,Under Pressure - Remastered 2011,"Queen, David Bowie",rock,80s,79,1,rock
0.716,94.379,0.535,-5.025,0.901,0.0431,0.0,0.326,0.659,175173.0,I Love Rock 'N Roll,Joan Jett & the Blackhearts,rock,80s,77,1,rock
0.932,122.431,0.631,-4.142,0.971,0.0354,0.137,0.0429,0.0918,213067.0,Start Me Up - Remastered 2009,The Rolling Stones,rock,80s,76,1,rock
0.835,129.981,0.572,-6.219,0.795,0.0317,0.000377,0.171,0.0702,241600.0,Jump - 2015 Remaster,Van Halen,rock,80s,75,1,rock
0.449,84.383,0.623,-13.333,0.573,0.0253,0.0,0.212,0.0613,256000.0,Free Fallin',Tom Petty,rock,80s,75,1,rock
0.843,117.662,0.529,-6.908,0.188,0.0616,0.000827,0.0628,0.0608,310333.0,The Final Countdown,Europe,rock,80s,74,1,rock
0.873,106.767,0.389,-4.768,0.303,0.0475,0.0055,0.00532,0.273,312293.0,Hells Bells,AC/DC,rock,80s,73,1,rock
0.768,81.909,0.558,-9.997,0.429,0.0343,0.0626,0.121,0.124,260573.0,Every Little Thing She Does Is Magic,The Police,rock,80s,73,1,rock
0.549,176.941,0.516,-13.741,0.907,0.0373,0.00572,0.501,0.184,288733.0,The Boys Of Summer,Don Henley,rock,80s,73,1,rock
0.758,112.113,0.489,-6.491,0.435,0.0297,0.49,0.000678,0.092,371413.0,Heroes - 2017 Remaster,David Bowie,rock,80s,72,1,rock
0.952,122.093,0.398,-6.042,0.584,0.061,7.75e-05,0.000373,0.1,278680.0,Born in the U.S.A.,Bruce Springsteen,rock,80s,72,1,rock
0.478,114.02,0.766,-13.487,0.965,0.0329,2.49e-06,0.0513,0.165,178360.0,I Won't Back Down,Tom Petty,rock,80s,73,1,rock
0.953,84.989,0.267,-4.899,0.568,0.096,0.0,0.00211,0.283,267307.0,Pour Some Sugar On Me - Remastered 2017,Def Leppard,rock,80s,72,1,rock
0.803,150.036,0.253,-3.977,0.258,0.0392,0.0146,0.129,0.309,308667.0,Wanted Dead Or Alive,Bon Jovi,rock,80s,72,1,rock
0.978,141.167,0.526,-5.436,0.451,0.108,4.75e-05,0.00122,0.0744,210227.0,Panama - 2015 Remaster,Van Halen,rock,80s,72,1,rock
0.811,126.59,0.561,-6.157,0.635,0.0265,3.66e-05,0.00515,0.287,233270.0,Run To You,Bryan Adams,rock,80s,71,1,rock
0.872,129.885,0.797,-6.727,0.866,0.0575,0.0,0.291,0.284,222427.0,Rock the Casbah - Remastered,The Clash,rock,80s,71,1,rock
0.908,159.756,0.285,-4.601,0.669,0.0705,0.00909,0.0318,0.311,252733.0,The Trooper - 2015 Remaster,Iron Maiden,rock,80s,71,1,rock
0.528,109.975,0.932,-6.472,0.757,0.161,0.329,0.115,0.163,214653.0,Another One Bites The Dust - Remastered 2011,Queen,rock,80s,71,1,rock
0.812,127.568,0.691,-7.772,0.685,0.0558,1.16e-06,0.0433,0.299,220627.0,Hungry Like the Wolf - 2009 Remaster,Duran Duran,rock,80s,71,1,rock
0.93,190.818,0.398,-6.76,0.725,0.0615,0.121,0.000854,0.0874,408173.0,How Soon Is Now? - 2011 Remaster,The Smiths,rock,80s,71,1,rock
0.942,97.909,0.511,-10.407,0.498,0.0429,1.87e-05,0.174,0.139,393667.0,Shout,Tears For Fears,rock,80s,71,1,rock
0.899,152.445,0.475,-4.321,0.603,0.0637,1.91e-05,0.00375,0.14,230667.0,Runaway,Bon Jovi,rock,80s,72,1,rock
0.96,131.707,0.469,-4.809,0.37,0.0629,1.81e-06,0.141,0.334,323453.0,Separate Ways (Worlds Apart) [2023 Remaster],Journey,rock,80s,70,1,rock
0.96,117.486,0.574,-4.906,0.978,0.032,0.0,0.0457,0.121,254733.0,Glory Days,Bruce Springsteen,rock,80s,70,1,rock
0.58,127.402,0.741,-9.05,0.944,0.0304,3.61e-05,0.117,0.212,171267.0,Hit Me With Your Best Shot,Pat Benatar,rock,80s,70,1,rock
0.763,148.366,0.365,-9.45,0.342,0.0591,0.000457,0.00726,0.0865,204867.0,Mother,Danzig,rock,80s,69,1,rock
0.804,111.457,0.591,-7.299,0.658,0.0454,5.98e-06,0.327,0.0818,329413.0,Edge of Seventeen - 2016 Remaster,Stevie Nicks,rock,80s,69,1,rock
0.427,119.18,0.753,-11.112,0.295,0.0387,0.00065,0.00787,0.058,255680.0,Beds Are Burning - Remastered,Midnight Oil,rock,80s,69,1,rock
0.506,140.309,0.799,-9.414,0.518,0.0606,0.00107,0.0453,0.0365,242667.0,Don't Stand So Close To Me,The Police,rock,80s,69,1,rock
0.737,125.447,0.785,-5.306,0.971,0.0363,0.000107,0.042,0.108,218960.0,Hurts So Good,John Mellencamp,rock,80s,69,1,rock
0.846,107.01,0.659,-5.508,0.659,0.0274,0.0144,0.0318,0.203,354636.0,Hysteria,Def Leppard,rock,80s,69,1,rock
0.833,142.663,0.553,-6.667,0.773,0.0347,0.00246,0.000646,0.0737,212227.0,Call Me,Blondie,rock,80s,69,1,rock
0.858,133.615,0.503,-6.296,0.419,0.0657,0.00234,0.00757,0.0803,208653.0,Fight For Your Right,Beastie Boys,rock,80s,68,1,rock
0.632,140.176,0.531,-5.557,0.294,0.0312,1.14e-05,0.16,0.364,260173.0,Every Rose Has Its Thorn - 2003 Remaster,Poison,rock,80s,68,1,rock
0.691,119.96,0.823,-7.322,0.707,0.197,1.73e-06,0.0774,0.1,188818.0,SPIDER,"GIMS, DYSTINCT",hip-hop,french,74,1,urban
0.78,134.937,0.724,-5.407,0.72,0.354,0.0,0.294,0.139,170800.0,Bolide Noir,"Central Cee, JRK 19",hip-hop,french,70,1,urban
0.693,87.973,0.702,-4.941,0.572,0.191,0.0,0.139,0.0702,233240.0,MAMI WATA,"Gazo, Tiakola",hip-hop,french,68,1,urban
0.926,105.969,0.682,-2.515,0.86,0.0607,0.0,0.0404,0.19,162840.0,ABCD,NAYEON,k-pop,modern,73,1,pop
0.628,140.053,0.668,-4.692,0.568,0.046,0.0,0.129,0.0293,138213.0,Rockstar,LISA,k-pop,modern,83,1,pop
0.747,120.073,0.745,-4.278,0.363,0.0815,1.69e-06,0.0073,0.0738,178880.0,Supernova,aespa,k-pop,modern,72,1,pop
0.786,91.992,0.695,-2.048,0.465,0.0666,1.41e-06,0.0668,0.109,196467.0,Armageddon,aespa,k-pop,modern,74,1,pop
0.597,170.022,0.77,-4.901,0.875,0.223,0.0,0.53,0.239,189707.0,Small girl (feat. D.O.),"Lee Young Ji, D.O.",k-pop,modern,72,1,pop
0.782,108.038,0.875,-3.905,0.906,0.078,0.0,0.151,0.113,167707.0,SPOT!,"ZICO, JENNIE",k-pop,modern,78,1,pop
0.895,124.994,0.803,-2.888,0.757,0.0623,5.67e-06,0.0816,0.154,219027.0,How Sweet,NewJeans,k-pop,modern,78,1,pop
0.728,140.041,0.774,-5.079,0.461,0.169,0.0,0.113,0.0473,170357.0,SHEESH,BABYMONSTER,k-pop,modern,78,1,pop
0.5,101.959,0.871,-8.675,0.76,0.103,3.49e-06,0.32,0.0672,168359.0,LIKE THAT,BABYMONSTER,k-pop,modern,75,1,pop
0.774,109.945,0.801,-3.604,0.383,0.157,0.0,0.00871,0.0968,188080.0,Smoothie,NCT DREAM,k-pop,modern,69,1,pop
0.872,131.016,0.644,-1.54,0.378,0.0417,0.0,0.164,0.363,214973.0,Drama,aespa,k-pop,modern,78,1,pop
0.592,157.969,0.521,-7.777,0.535,0.0304,0.0,0.308,0.122,251668.0,Die With A Smile,"Lady Gaga, Bruno Mars",pop,global,100,1,pop
0.783,149.027,0.777,-4.477,0.939,0.26,0.0,0.0283,0.355,169917.0,APT.,"ROSÉ, Bruno Mars",pop,global,98,1,pop
0.507,104.978,0.747,-10.171,0.438,0.0358,0.0608,0.2,0.117,210373.0,BIRDS OF A FEATHER,Billie Eilish,pop,global,97,1,pop
0.808,108.548,0.554,-4.169,0.372,0.0368,0.0,0.214,0.159,166300.0,That’s So True,Gracie Abrams,pop,global,93,1,pop
0.756,116.034,0.66,-3.743,0.838,0.032,0.0,0.00289,0.193,170888.0,Who,Jimin,pop,global,92,1,pop
0.711,146.921,0.487,-4.22,0.317,0.0322,0.0,0.000175,0.152,151647.0,Running Wild,Jin,pop,global,71,1,pop
0.413,94.938,0.494,-10.432,0.273,0.0254,6.72e-05,0.682,0.193,211979.0,Sailor Song,Gigi Perez,pop,global,93,1,pop
0.907,112.964,0.674,-4.086,0.721,0.064,0.0,0.101,0.297,157280.0,Taste,Sabrina Carpenter,pop,global,93,1,pop
0.651,112.648,0.694,-6.968,0.471,0.0784,1.36e-05,0.496,0.0787,225881.0,Tu Boda,"Oscar Maydon, Fuerza Regida",pop,global,93,1,pop
0.247,148.101,0.467,-12.002,0.126,0.0431,0.000271,0.612,0.17,261467.0,WILDFLOWER,Billie Eilish,pop,global,93,1,pop
0.776,103.963,0.699,-5.282,0.708,0.0293,5.36e-06,0.131,0.205,175459.0,Espresso,Sabrina Carpenter,pop,global,88,1,pop
0.722,119.973,0.769,-5.485,0.57,0.0507,2.56e-06,0.0584,0.111,256000.0,Timeless (with Playboi Carti),"The Weeknd, Playboi Carti",pop,global,92,1,pop
0.582,116.712,0.7,-5.96,0.785,0.0356,0.0,0.0502,0.0881,218424.0,"Good Luck, Babe!",Chappell Roan,pop,global,94,1,pop
0.563,105.008,0.833,-5.593,0.343,0.204,1.27e-05,0.528,0.139,182857.0,Qué Pasaría...,"Rauw Alejandro, Bad Bunny",pop,global,82,1,pop
0.627,150.273,0.336,-7.463,0.35,0.0384,0.0,0.164,0.0708,241107.0,All I Want for Christmas Is You,Mariah Carey,pop,global,87,1,pop
0.598,107.732,0.733,-8.228,0.935,0.0278,3.71e-06,0.212,0.156,265960.0,Last Christmas - Single Version,Wham!,pop,global,72,1,pop
0.471,105.029,0.472,-5.692,0.219,0.0603,0.0,0.151,0.14,180304.0,Beautiful Things,Benson Boone,pop,global,89,1,pop
0.668,128.027,0.924,-6.795,0.787,0.0469,0.000594,0.446,0.0678,195824.0,Si Antes Te Hubiera Conocido,KAROL G,pop,global,93,1,pop
0.872,184.115,0.466,-3.344,0.806,0.0336,0.0,0.0156,0.121,190428.0,The Emptiness Machine,Linkin Park,pop,global,79,1,pop
0.586,107.015,0.675,-6.086,0.621,0.0531,0.0,0.257,0.104,186365.0,Please Please Please,Sabrina Carpenter,pop,global,87,1,pop
0.406,115.94,0.53,-7.507,0.338,0.033,0.0,0.656,0.133,157147.0,"I Love You, I'm Sorry",Gracie Abrams,pop,global,90,1,pop
0.369,174.097,0.448,-9.514,0.0998,0.0452,0.272,0.968,0.638,208212.0,The Night We Met,Lord Huron,pop,global,88,1,pop
0.627,155.865,0.687,-4.975,0.47,0.181,0.0,0.326,0.0893,206066.0,Khé?,"Rauw Alejandro, Romeo Santos",pop,global,78,1,pop
0.807,124.053,0.612,-2.81,0.398,0.0336,0.0177,0.0495,0.101,240400.0,Sweater Weather,The Neighbourhood,pop,global,90,1,pop
0.417,67.528,0.464,-9.345,0.479,0.0256,0.022,0.136,0.0974,183956.0,I Wanna Be Yours,Arctic Monkeys,pop,global,90,1,pop
0.604,159.92,0.561,-4.409,0.242,0.0337,1.9e-05,0.199,0.104,210689.0,Lose Control,Teddy Swims,pop,global,89,1,pop
0.559,78.558,0.558,-9.222,0.62,0.0959,7.49e-06,0.371,0.109,180387.0,See You Again (feat. Kali Uchis),"Tyler, The Creator, Kali Uchis",pop,global,90,1,pop
0.661,173.372,0.429,-7.227,0.285,0.0281,0.000121,0.00239,0.234,266773.0,Yellow,Coldplay,pop,global,89,1,pop
0.812,80.09,0.505,-3.986,0.664,0.461,0.0,0.285,0.444,255916.0,"Sticky (feat. GloRilla, Sexyy Red & Lil Wayne)","Tyler, The Creator, GloRilla, Sexyy Red, Lil Wayne",pop,global,88,1,pop
0.56,134.066,0.853,-4.961,0.86,0.0406,0.0,0.013,0.0944,206693.0,That's What I Like,Bruno Mars,pop,global,88,1,pop
0.698,143.994,0.726,-4.165,0.867,0.0431,0.0,0.049,0.309,233478.0,Locked out of Heaven,Bruno Mars,pop,global,89,1,pop
0.727,94.99,0.739,-5.968,0.676,0.0426,0.0,0.0678,0.104,171870.0,Bed Chem,Sabrina Carpenter,pop,global,90,1,pop
0.555,96.063,0.392,-6.707,0.191,0.039,0.000253,0.287,0.13,278015.0,Like Him (feat. Lola Young),"Tyler, The Creator, Lola Young",pop,global,87,1,pop
0.52,120.001,0.672,-7.747,0.37,0.0353,0.0,0.859,0.115,226600.0,Night Changes,One Direction,pop,global,89,1,pop
0.47,67.086,0.598,-8.744,0.879,0.0496,0.0,0.617,0.505,126267.0,Rockin' Around The Christmas Tree,Brenda Lee,pop,global,83,1,pop
0.64,84.828,0.264,-6.221,0.19,0.0442,2.31e-06,0.0393,0.151,244685.0,"One Of The Girls (with JENNIE, Lily Rose Depp)","The Weeknd, JENNIE, Lily-Rose Depp",pop,global,89,1,pop
0.841,109.021,0.635,-5.379,0.424,0.0422,0.0,0.0134,0.0622,220734.0,Just the Way You Are,Bruno Mars,pop,global,85,1,pop
0.706,80.969,0.722,-4.857,0.599,0.0292,0.0,0.072,0.067,171292.0,A Bar Song (Tipsy),Shaboozey,pop,global,84,1,pop
0.757,142.579,0.482,-4.586,0.12,0.0355,0.0016,0.0137,0.143,86984.0,NIGHTS LIKE THIS,The Kid LAROI,pop,global,88,1,pop
0.715,155.925,0.315,-8.072,0.497,0.0362,7.97e-06,0.00125,0.0942,289533.0,Iris,The Goo Goo Dolls,pop,global,87,1,pop
0.864,105.143,0.556,-5.87,0.4,0.0584,0.0,0.00958,0.209,216880.0,In the End,Linkin Park,pop,global,88,1,pop
0.643,117.025,0.74,-5.446,0.96,0.0413,0.00229,0.041,0.0407,251424.0,Too Sweet,Hozier,pop,global,84,1,pop
0.725,130.504,0.633,-4.257,0.64,0.0427,0.0,0.0461,0.205,223192.0,Juno,Sabrina Carpenter,pop,global,87,1,pop
0.731,101.654,0.483,-6.696,0.484,0.0381,0.0,0.436,0.151,204280.0,Riptide,Vance Joy,pop,global,85,1,pop
0.928,127.939,0.571,-3.725,0.488,0.0453,0.0,0.00932,0.297,167012.0,Heavy Is the Crown,Linkin Park,pop,global,78,1,pop
0.513,109.935,0.745,-9.116,0.929,0.087,0.0,0.783,0.216,154620.0,DOS DÍAS,"Tito Double P, Peso Pluma",pop,global,88,1,pop
0.689,120.208,0.724,-7.174,0.936,0.0524,6.77e-06,0.573,0.0922,146141.0,EL LOKERON,Tito Double P,pop,global,89,1,pop
0.621,191.868,0.525,-7.364,0.592,0.117,0.0,0.0489,0.291,204093.0,Santa Tell Me,Ariana Grande,pop,global,82,1,pop
0.424,119.705,0.754,-8.463,0.806,0.0363,0.0,0.643,0.0652,130973.0,Jingle Bell Rock,Bobby Helms,pop,global,80,1,pop
0.646,115.842,0.645,-8.334,0.295,0.0427,3.04e-05,0.0615,0.074,228639.0,we can't be friends (wait for your love),Ariana Grande,pop,global,86,1,pop
0.789,91.911,0.757,-3.46,0.464,0.0583,0.0,0.307,0.0717,202174.0,LA INOCENTE,"Mora, Feid",latin,chill,78,1,pop
0.778,96.057,0.911,-2.248,0.345,0.262,2.16e-05,0.0887,0.179,162768.0,PERRO NEGRO,"Bad Bunny, Feid",latin,chill,84,1,pop
0.786,111.989,0.781,-5.211,0.759,0.0885,5.88e-06,0.115,0.107,228253.0,BUBALU,"Feid, Rema",latin,chill,68,1,pop
0.411,169.934,0.584,-7.147,0.412,0.0838,4.47e-05,0.869,0.0955,217769.0,HACIENDO QUE ME AMAS,Bad Bunny,latin,chill,71,1,pop
0.804,110.982,0.82,-7.226,0.844,0.0528,0.00215,0.175,0.064,211998.0,Tan Bonita,Piso 21,latin,chill,68,1,pop
0.522,110.427,0.75,-7.018,0.601,0.0293,0.0,0.282,0.0743,321556.0,Tiroteo - Remix,"Marc Seguí, Rauw Alejandro, Pol Granch",latin,chill,78,1,pop
0.888,130.97,0.617,-4.567,0.771,0.0402,0.0,0.0705,0.162,240560.0,Cómo Te Atreves,Morat,latin,chill,72,1,pop
0.856,123.031,0.748,-3.517,0.927,0.0348,0.0,0.0824,0.142,189320.0,Tacones Rojos,Sebastian Yatra,latin,chill,68,1,pop
0.673,92.06,0.453,-5.649,0.266,0.144,0.0,0.32,0.131,159849.0,Fuera del mercado,Danny Ocean,latin,chill,76,1,pop
0.686,79.928,0.647,-5.745,0.268,0.0413,1.34e-06,0.08,0.528,258299.0,Ojitos Lindos,"Bad Bunny, Bomba Estéreo",latin,chill,80,1,pop
0.595,108.02,0.777,-6.79,0.546,0.0375,0.00139,0.59,0.0669,244444.0,Otro Atardecer,"Bad Bunny, The Marías",latin,chill,75,1,pop
0.588,142.004,0.872,-6.276,0.93,0.0492,0.0,0.275,0.17,230704.0,Yo No Soy Celoso,Bad Bunny,latin,chill,70,1,pop
0.498,122.016,0.876,-7.511,0.428,0.0478,0.0,0.0706,0.143,173119.0,Neverita,Bad Bunny,latin,chill,75,1,pop
0.69,151.991,0.839,-4.464,0.744,0.0615,8.33e-06,0.207,0.176,196413.0,Un Coco,Bad Bunny,latin,chill,76,1,pop
0.616,103.071,0.797,-10.229,0.451,0.375,0.000293,0.762,0.0979,339612.0,Andrea,"Bad Bunny, Buscabulla",latin,chill,74,1,pop
0.516,111.005,0.87,-8.006,0.53,0.0541,0.00823,0.656,0.11,210200.0,PROVENZA,KAROL G,latin,chill,71,1,pop
0.543,139.929,0.84,-4.941,0.74,0.0568,0.0,0.678,0.128,225812.0,Inolvidable,"Ovy On The Drums, Beéle",latin,chill,70,1,pop
0.623,130.037,0.919,-6.521,0.775,0.0992,1.63e-05,0.184,0.0609,157018.0,DESPECHÁ,ROSALÍA,latin,chill,71,1,pop
0.782,128.033,0.621,-5.548,0.55,0.044,0.033,0.0125,0.23,198938.0,"Quevedo: Bzrp Music Sessions, Vol. 52","Bizarrap, Quevedo",latin,chill,80,1,pop
0.524,83.97,0.653,-9.016,0.553,0.0502,0.0,0.112,0.203,160191.0,telepatía,Kali Uchis,latin,chill,81,1,pop
0.586,189.978,0.326,-7.966,0.295,0.0605,0.0,0.531,0.0787,262309.0,AMOR DE CINE,HUMBE,latin,chill,71,1,pop
0.662,93.976,0.892,-3.894,0.607,0.162,1.24e-06,0.169,0.363,227013.0,Gato de Noche,"Ñengo Flow, Bad Bunny",latin,chill,68,1,pop
0.724,83.118,0.569,-4.076,0.562,0.0474,0.0,0.228,0.27,194563.0,un x100to,"Grupo Frontera, Bad Bunny",latin,chill,75,1,pop
0.421,98.224,0.537,-8.72,0.524,0.0285,0.0,0.827,0.138,184061.0,Si No Estás,iñigo quintero,latin,chill,80,1,pop
0.665,100.09,0.858,-4.772,0.659,0.152,0.0,0.126,0.119,195587.0,CLASSY 101,"Feid, Young Miko",latin,chill,79,1,pop
0.534,93.924,0.832,-7.813,0.116,0.253,0.0,0.345,0.165,132833.0,Martin & Gina,Polo G,arabic,modern,78,1,world
0.542,135.14,0.926,-5.064,0.564,0.293,0.0,0.135,0.0877,181929.0,We Paid (feat. 42 Dugg),"Lil Baby, 42 Dugg",arabic,modern,70,1,world
0.73,155.008,0.834,-3.714,0.446,0.222,0.0,0.00513,0.124,312820.0,SICKO MODE,Travis Scott,arabic,modern,81,1,world
0.564,77.972,0.856,-6.295,0.483,0.392,0.0,0.00327,0.134,135960.0,On Me,Lil Baby,arabic,modern,70,1,world
0.576,166.162,0.77,-11.845,0.364,0.339,0.0,0.138,0.08,127200.0,Chosen 1,Polo G,arabic,modern,68,1,world
0.716,91.007,0.701,-3.671,0.732,0.0361,0.0,0.174,0.324,140533.0,Mood (feat. iann dior),"24kGoldn, iann dior",arabic,modern,80,1,world
0.658,140.042,0.8,-6.142,0.462,0.079,0.0,0.25,0.111,195429.0,Lemonade (feat. NAV),"Internet Money, Gunna, Don Toliver, NAV",arabic,modern,77,1,world
0.882,148.038,0.569,-2.777,0.201,0.06,0.0,0.0316,0.142,191701.0,FE!N (feat. Playboi Carti),"Travis Scott, Playboi Carti",arabic,modern,88,1,world
0.662,112.509,0.897,-6.903,0.39,0.292,0.0,0.0852,0.534,145543.0,Drip Too Hard (Lil Baby & Gunna),"Lil Baby, Gunna",arabic,modern,79,1,world
0.346,119.957,0.963,-9.309,0.562,0.53,0.0,0.0355,0.108,142273.0,Yes Indeed,"Lil Baby, Drake",arabic,modern,75,1,world
0.524,140.053,0.747,-6.807,0.363,0.245,0.0,0.0306,0.2,213132.0,Roll in Peace (feat. XXXTENTACION),"Kodak Black, XXXTENTACION",arabic,modern,71,1,world
0.444,140.063,0.906,-8.692,0.678,0.384,6.44e-05,0.136,0.173,235040.0,No Heart,"21 Savage, Metro Boomin",arabic,modern,68,1,world
0.639,168.112,0.772,-7.119,0.261,0.467,0.0,0.15,0.0698,166560.0,Pop Out (feat. Lil Tjay),"Polo G, Lil Tjay",arabic,modern,74,1,world
0.487,127.05,0.964,-6.071,0.108,0.421,6.07e-06,0.00127,0.115,154024.0,Pure Cocaine,Lil Baby,arabic,modern,77,1,world
0.347,75.016,0.884,-8.227,0.376,0.35,7e-06,0.015,0.0871,220307.0,Bank Account,21 Savage,arabic,modern,72,1,world
0.619,127.956,0.962,-5.562,0.154,0.405,0.0,0.0354,0.083,144652.0,Low Down,Lil Baby,arabic,modern,72,1,world
0.395,76.984,0.793,-5.578,0.128,0.385,1.4e-05,0.277,0.109,213287.0,Ready (feat. Gunna),"Lil Baby, Gunna",arabic,modern,69,1,world
0.353,87.997,0.797,-9.931,0.0731,0.369,0.0,0.59,0.102,208293.0,10 Freaky Girls (with 21 Savage),"Metro Boomin, 21 Savage",arabic,modern,73,1,world
0.516,119.996,0.877,-5.426,0.255,0.0706,0.0,0.215,0.143,162053.0,Freestyle,Lil Baby,arabic,modern,77,1,world
0.744,84.005,0.867,-5.171,0.645,0.227,0.0,0.268,0.0713,173288.0,Walk Em Down (feat. Roddy Ricch),"NLE Choppa, Roddy Ricch",arabic,modern,71,1,world
0.515,120.1,0.567,-10.265,0.321,0.247,0.0,0.354,0.078,224000.0,F.N,Lil Tjay,arabic,modern,73,1,world
0.463,108.003,0.97,-7.259,0.46,0.366,0.0,0.0957,0.151,142417.0,Baby (Lil Baby feat. DaBaby),"Quality Control, Lil Baby, DaBaby",arabic,modern,72,1,world
0.662,143.943,0.767,-4.856,0.259,0.0578,0.0,0.103,0.123,193333.0,back to the moon,Gunna,arabic,modern,69,1,world
0.622,130.001,0.847,-6.747,0.22,0.0903,0.0,0.119,0.285,125040.0,fukumean,Gunna,arabic,modern,82,1,world
0.701,134.039,0.71,-5.415,0.564,0.0317,0.0,0.0105,0.178,219174.0,Stand By Me (feat. Morgan Wallen),"Lil Durk, Morgan Wallen",arabic,modern,68,1,world
0.727,150.062,0.477,-4.053,0.227,0.286,0.0,0.000866,0.108,236524.0,EVERY CHANCE I GET (feat. Lil Baby & Lil Durk),"DJ Khaled, Lil Baby, Lil Durk",arabic,modern,70,1,world
0.48,143.029,0.846,-8.618,0.419,0.359,0.0,0.269,0.0989,169532.0,3 Headed Goat (feat. Lil Baby & Polo G),"Lil Durk, Lil Baby, Polo G",arabic,modern,68,1,world
0.651,163.935,0.665,-5.515,0.237,0.156,0.0,0.0414,0.0896,175755.0,Lean Wit Me,Juice WRLD,arabic,modern,77,1,world
0.692,79.899,0.623,-5.122,0.566,0.0504,0.0,0.328,0.153,240051.0,Robbery,Juice WRLD,arabic,modern,78,1,world
0.572,141.996,0.823,-6.067,0.568,0.0865,0.0,0.0079,0.113,175954.0,1400 / 999 Freestyle (feat. Juice WRLD),"Trippie Redd, Juice WRLD",arabic,modern,69,1,world
0.613,149.972,0.65,-6.13,0.0804,0.128,0.0,0.00336,0.267,194621.0,Wishing Well,Juice WRLD,arabic,modern,76,1,world
0.529,161.989,0.671,-7.226,0.203,0.307,0.000335,0.0769,0.0856,165820.0,All Girls Are The Same,Juice WRLD,arabic,modern,83,1,world
0.736,147.946,0.776,-4.612,0.233,0.247,0.0,0.0802,0.159,186945.0,Black & White,Juice WRLD,arabic,modern,71,1,world
0.801,104.986,0.778,-7.326,0.914,0.106,0.000155,0.692,0.0912,157714.0,Lonely At The Top,Asake,arabic,modern,70,1,world
0.819,110.14,0.726,-7.094,0.636,0.106,9.65e-05,0.477,0.27,141818.0,Stronger,Young Jonn,arabic,modern,70,1,world
0.651,67.813,0.49,-6.259,0.567,0.138,7.59e-06,0.714,0.108,180594.0,Dealer,"Ayo Maff, Fireboy DML",arabic,modern,68,1,world
0.653,150.097,0.547,-3.875,0.163,0.081,0.0,0.456,0.103,174853.0,Goodbyes (feat. Young Thug),"Post Malone, Young Thug",arabic,modern,74,1,world
0.552,144.941,0.64,-5.679,0.112,0.129,0.0,0.0215,0.119,228267.0,Type Shit,"Future, Metro Boomin, Travis Scott, Playboi Carti",arabic,modern,84,1,world
0.552,119.476,0.765,-7.524,0.492,0.309,0.0,0.175,0.193,194787.0,Trance (with Travis Scott & Young Thug),"Metro Boomin, Travis Scott, Young Thug",arabic,modern,82,1,world
0.764,140.113,0.882,-5.241,0.886,0.204,0.0,0.359,0.119,140733.0,BAND4BAND (feat. Lil Baby),"Central Cee, Lil Baby",arabic,modern,81,1,world
0.634,101.837,0.502,-3.367,0.645,0.144,0.0341,0.677,0.188,219628.0,MMS,"Asake, Wizkid",arabic,modern,72,1,world
