energy,tempo,danceability,loudness,valence,speechiness,instrumentalness,acousticness,liveness,duration_ms,track_name,track_artist,playlist_genre,playlist_subgenre,track_popularity,popular,genre_group
0.0642,165.638,0.263,-22.824,0.322,0.0359,0.918,0.995,0.107,187864.0,Fantas Morbida,"Caterina Barbieri, Kara-Lis Coverdale",classical,modern,32,0,calm
0.0411,87.315,0.184,-34.094,0.0356,0.0388,0.904,0.619,0.11,91840.0,Resignación,Murcof,classical,modern,35,0,calm
0.0304,130.244,0.219,-35.2,0.114,0.0375,0.938,0.909,0.149,251067.0,Poa Alpina,Biosphere,classical,modern,42,0,calm
0.0217,104.541,0.278,-37.438,0.223,0.0327,0.919,0.98,0.0926,103091.0,Éphémère,Tony Anderson,classical,modern,61,0,calm
0.71,119.951,0.702,-7.118,0.578,0.0397,1.52e-05,0.082,0.155,160072.0,Hold This Memory,"Deepend, Madism",electronic,tropical,54,0,electronic
0.718,120.955,0.669,-7.782,0.615,0.0438,0.4,0.0886,0.341,163840.0,Emorio,"Trinix, Fafá de Belém",electronic,tropical,66,0,electronic
0.57,113.945,0.644,-6.994,0.527,0.052,0.0,0.484,0.299,212424.0,Fast Car,"Jonas Blue, Dakota",electronic,tropical,64,0,electronic
0.68,100.987,0.689,-7.196,0.646,0.0427,0.0211,0.321,0.0431,368317.0,Sexual Healing - Kygo Remix,"Marvin Gaye, Kygo",electronic,tropical,62,0,electronic
0.841,116.016,0.769,-5.365,0.712,0.0423,0.0,0.114,0.229,153107.0,Cool Kids,"Toby Rose, TWOPILOTS",electronic,tropical,61,0,electronic
0.685,118.001,0.763,-7.185,0.116,0.0402,0.887,0.36,0.215,131186.0,Evening Walk,Matt Bleu,electronic,tropical,45,0,electronic
0.653,104.961,0.629,-5.631,0.248,0.0241,0.000718,0.00345,0.103,188714.0,Take My Breath Away,TWOPILOTS,electronic,tropical,63,0,electronic
0.742,104.991,0.646,-4.96,0.136,0.0254,4.99e-05,0.0224,0.141,179429.0,Bloom,"Lucas Estrada, TWOPILOTS",electronic,tropical,61,0,electronic
0.8,114.981,0.641,-5.591,0.219,0.0377,0.0225,0.0118,0.184,156852.0,Bloom (Brendan Mills Remix),"Lucas Estrada, TWOPILOTS, Brendan Mills",electronic,tropical,57,0,electronic
0.67,120.028,0.654,-10.393,0.528,0.0403,0.157,0.149,0.118,147125.0,Sunbeams,NSH,electronic,tropical,60,0,electronic
0.577,115.014,0.632,-12.89,0.301,0.0387,0.796,0.58,0.0905,220939.0,Kyoto,Innocent Panda,electronic,tropical,47,0,electronic
0.592,124.015,0.821,-11.013,0.387,0.0908,0.0,0.213,0.116,125806.0,True,"CYRIL, Kita Alexander",electronic,tropical,60,0,electronic
0.64,114.083,0.616,-9.925,0.197,0.0574,1.96e-05,0.0846,0.152,149474.0,Lie To Me,"Thom Merlin, Foínix, Brandon Chase",electronic,tropical,46,0,electronic
0.741,119.971,0.806,-6.362,0.563,0.0471,3.73e-05,0.0234,0.0746,176000.0,Sunset Lovers,"Thierry Von Der Warth, Horizon Blue, Carston",electronic,tropical,59,0,electronic
0.68,117.998,0.673,-11.444,0.117,0.0358,0.888,0.542,0.134,151525.0,Waves,"Gabriel Morais Jr, Ayla Nova",electronic,tropical,52,0,electronic
0.739,120.021,0.749,-6.669,0.833,0.0303,4.48e-05,0.025,0.215,156885.0,House Of Cards,"Lucas Estrada, Deepend, Dan Caplen",electronic,tropical,49,0,electronic
0.862,107.993,0.645,-3.887,0.396,0.0358,1.73e-06,0.00736,0.238,210000.0,King,TWOPILOTS,electronic,tropical,62,0,electronic
0.572,119.947,0.644,-9.504,0.125,0.0477,0.00609,0.541,0.118,154314.0,Follow the Sun,NEIMY,electronic,tropical,60,0,electronic
0.497,118.023,0.79,-13.007,0.299,0.0516,0.868,0.248,0.0527,289322.0,Glowing State,Maiwan,electronic,tropical,43,0,electronic
0.647,130.005,0.711,-8.589,0.453,0.0305,0.0228,0.733,0.0946,199063.0,Covered By The Clouds,NSH,electronic,tropical,11,0,electronic
0.635,116.063,0.609,-7.151,0.278,0.24,4.88e-05,0.215,0.424,161053.0,Time After Time,Paratone,electronic,tropical,58,0,electronic
0.702,124.924,0.651,-7.833,0.539,0.0876,4.87e-05,0.0256,0.129,180600.0,Summer Feeling,"Matoma, Jonah Kagen",electronic,tropical,51,0,electronic
0.686,121.981,0.813,-7.593,0.301,0.0352,0.00636,0.034,0.293,199656.0,Is This Love - Remix,"Bob Marley & The Wailers, LVNDSCAPE, Bolier",electronic,tropical,58,0,electronic
0.621,116.027,0.65,-9.761,0.556,0.0322,0.307,0.566,0.148,147155.0,Kids,"Hobes, NEIMY",electronic,tropical,57,0,electronic
0.585,117.849,0.797,-5.854,0.739,0.0551,2.17e-06,0.451,0.145,144230.0,Cruel Summer (Marcus Layton Edit),"LAUWE, Marcus Layton",electronic,tropical,57,0,electronic
0.872,115.024,0.726,-7.128,0.131,0.0665,0.121,0.356,0.393,148315.0,I'll Be There,"ConKi, Magnus Gunn",electronic,tropical,56,0,electronic
0.762,118.023,0.753,-7.119,0.259,0.0287,0.327,0.128,0.232,149364.0,Knockin' On Heaven's Door,"Nexeri, Tara Louise",electronic,tropical,55,0,electronic
0.723,115.014,0.834,-10.475,0.494,0.16,0.0058,0.196,0.1,192000.0,Milkshake,PLÜM,electronic,tropical,54,0,electronic
0.631,119.994,0.81,-7.543,0.43,0.11,0.000146,0.51,0.144,138000.0,Like a Mystery,Eneko Artola,electronic,tropical,54,0,electronic
0.665,120.997,0.836,-5.779,0.677,0.0745,0.000925,0.308,0.0714,180336.0,Show Me Love - EDX Remix / Radio Edit,"Sam Feldt, Kimberly Anne, EDX",electronic,tropical,54,0,electronic
0.624,107.978,0.788,-6.017,0.339,0.043,4.37e-06,0.0991,0.18,157154.0,Would I Lie To You,"Thierry Von Der Warth, YKATI",electronic,tropical,54,0,electronic
0.387,117.05,0.791,-9.6,0.528,0.159,0.000109,0.482,0.251,184889.0,5th Avenue,Trinix,electronic,tropical,53,0,electronic
0.579,109.854,0.61,-7.749,0.299,0.205,1.22e-06,0.11,0.215,165551.0,In Too Deep,"WEEKLESS, WEDONT, ROBINS",electronic,tropical,53,0,electronic
0.727,115.005,0.711,-5.244,0.419,0.0618,2.16e-06,0.186,0.111,154435.0,Someone You Loved,"Viva La Panda, Justin Rhodes",electronic,tropical,53,0,electronic
0.638,120.087,0.675,-6.141,0.234,0.031,0.0365,0.142,0.245,149000.0,Nalu,"Deep Chills, Brendan Mills",electronic,tropical,53,0,electronic
0.669,109.998,0.65,-10.262,0.0681,0.0317,0.749,0.196,0.119,187773.0,Don't Tell Me I Can't Have It,Sons Of Maria,electronic,tropical,52,0,electronic
0.609,89.875,0.529,-5.574,0.188,0.0318,0.000279,0.171,0.125,162833.0,Dancing With Your Ghost,TWOPILOTS,electronic,tropical,52,0,electronic
0.663,106.995,0.72,-9.749,0.806,0.0634,0.0426,0.387,0.311,157375.0,Where I Belong,NSH,electronic,tropical,52,0,electronic
0.626,125.035,0.818,-5.991,0.943,0.0352,6.01e-05,0.185,0.056,186240.0,This Town,"Saco, Sparkle, Isabel Prada",electronic,tropical,52,0,electronic
0.748,120.023,0.654,-7.096,0.683,0.0799,1.15e-05,0.427,0.4,125000.0,Another Love,"Rolipso, Foínix, Jordan Grace",electronic,tropical,52,0,electronic
0.738,124.061,0.665,-6.136,0.496,0.0337,0.0,0.133,0.12,141774.0,Over You,"Madism, Philip Strand",electronic,tropical,51,0,electronic
0.802,117.973,0.572,-6.982,0.372,0.0597,0.0,0.119,0.142,163829.0,Million Memories,"Thierry Von Der Warth, Thomas Geelens",electronic,tropical,51,0,electronic
0.679,120.114,0.715,-5.263,0.438,0.0778,0.0,0.517,0.121,131000.0,Talking To Myself,"Namic, Meynberg",electronic,tropical,51,0,electronic
0.611,115.887,0.655,-7.325,0.419,0.1,0.000685,0.649,0.369,120776.0,Before the Sun Sets,"Nimus, RED",electronic,tropical,51,0,electronic
0.748,120.025,0.785,-6.674,0.618,0.0458,0.005,0.121,0.563,190400.0,Home,"Zwette, Julian Perretta",electronic,tropical,51,0,electronic
0.796,109.969,0.83,-7.276,0.26,0.0685,6.13e-05,0.385,0.152,168830.0,Promised Land,"Saco, Sparkle",electronic,tropical,51,0,electronic
0.887,117.991,0.649,-5.021,0.804,0.0291,0.101,0.0304,0.0951,188415.0,Sound of Your Summer - SUPER-Hi Remix,"Quarry, SUPER-Hi",electronic,tropical,51,0,electronic
0.681,119.943,0.675,-8.669,0.181,0.0285,0.00117,0.0494,0.615,161458.0,Young Folks,"John Skyfield, BNHM, Levka Rey",electronic,tropical,51,0,electronic
0.544,114.99,0.786,-13.053,0.619,0.0628,0.928,0.0512,0.0959,171289.0,In Deep,Beachwax,electronic,tropical,51,0,electronic
0.638,117.026,0.789,-7.515,0.427,0.045,0.0337,0.171,0.274,167160.0,Ocean Quiet,"Lucas Estrada, NEIMY",electronic,tropical,50,0,electronic
0.215,106.001,0.624,-19.026,0.101,0.0626,0.837,0.518,0.108,130625.0,Blossom,"Willow, YVMV",electronic,tropical,50,0,electronic
0.711,119.997,0.616,-8.48,0.312,0.0781,1.96e-05,0.167,0.596,165000.0,What You Know (feat. Levka Rey),"KHEMIS, BNHM, Levka Rey",electronic,tropical,50,0,electronic
0.769,123.074,0.666,-5.946,0.329,0.0428,4.93e-05,0.11,0.145,167946.0,Rise Up,"Brendan Mills, Surfin' Sam",electronic,tropical,50,0,electronic
0.553,136.045,0.678,-9.38,0.056,0.071,0.228,0.787,0.302,171673.0,Help Me Lose My Mind,Gravagerz,electronic,tropical,48,0,electronic
0.764,117.974,0.727,-6.074,0.633,0.062,0.000313,0.413,0.0935,158644.0,Dollar Dream [Lucas Estrada Edit],"Lucas Estrada, Couché, Polar Notes, Mentum",electronic,tropical,50,0,electronic
0.606,123.006,0.567,-6.543,0.314,0.0438,0.0,0.0801,0.0686,171785.0,Hold On Me,"Kygo, Sandro Cavazza",electronic,techno,68,0,electronic
0.688,127.938,0.608,-8.597,0.214,0.0499,0.00736,0.0554,0.08,171094.0,Love Is The Only Thing,Lost Frequencies,electronic,techno,68,0,electronic
0.951,74.973,0.772,-3.375,0.4,0.271,0.000738,0.0634,0.036,152000.0,2 Times,"Dimitri Vegas, Steve Aoki, Ann Lee, Sound Of Legend",electronic,techno,68,0,electronic
0.88,130.085,0.588,-5.15,0.523,0.0354,6.89e-05,0.0243,0.0667,144649.0,Deep In Your Love,"Alok, Bebe Rexha",electronic,techno,68,0,electronic
0.831,126.056,0.785,-3.681,0.673,0.0444,0.0105,0.0038,0.086,170359.0,Happier (feat. Clementine Douglas),"The Blessed Madonna, Clementine Douglas",electronic,techno,68,0,electronic
0.8,119.984,0.724,-5.468,0.925,0.0541,9.38e-05,0.0103,0.0823,227283.0,Honey Boy (feat. Nile Rodgers & Shenseea),"Purple Disco Machine, Benjamin Ingrosso, Nile Rodgers, Shenseea",electronic,techno,68,0,electronic
0.785,131.988,0.731,-4.08,0.85,0.0339,0.00224,0.0155,0.0567,134570.0,Never Be Lonely,"Jax Jones, Zoe Wees",electronic,techno,67,0,electronic
0.74,170.098,0.566,-8.614,0.419,0.063,0.849,0.0352,0.221,212881.0,Resonance,Home,electronic,retro,19,0,electronic
0.951,129.996,0.538,-6.235,0.164,0.0497,0.413,1.02e-05,0.212,151385.0,Retro Future,c152,electronic,retro,33,0,electronic
0.972,100.006,0.524,-6.098,0.0338,0.0426,0.899,0.000419,0.67,175719.0,Retroshade,"KoruSe, mzmff",electronic,retro,35,0,electronic
0.637,100.024,0.66,-7.467,0.115,0.0539,1.42e-06,0.0273,0.11,175206.0,La La Land,"Arimasen, FORBIDDEN",electronic,retro,29,0,electronic
0.305,96.099,0.514,-11.243,0.197,0.0283,0.353,0.152,0.0791,270000.0,the wanderer,lxst child,electronic,retro,35,0,electronic
0.919,127.992,0.476,-7.402,0.511,0.043,0.955,5.19e-06,0.233,155625.0,Stray,c152,electronic,retro,38,0,electronic
0.573,100.005,0.615,-12.881,0.108,0.0246,0.951,0.0471,0.273,182400.0,Astral Chill,Virtual Mage,electronic,retro,44,0,electronic
0.458,168.083,0.338,-8.574,0.0754,0.0312,0.457,0.0011,0.143,188571.0,HOLOGRAPHIC,VXLLAIN,electronic,retro,43,0,electronic
0.922,110.04,0.508,-6.43,0.228,0.0308,0.985,3.59e-06,0.427,124364.0,Star Pool,c152,electronic,retro,39,0,electronic
0.977,120.003,0.441,-5.87,0.176,0.0495,0.955,2.08e-05,0.0801,144000.0,Synthstar,c152,electronic,retro,40,0,electronic
0.495,169.956,0.595,-10.062,0.432,0.0461,0.899,0.00614,0.186,158118.0,Vision,lxst child,electronic,retro,38,0,electronic
0.952,94.968,0.451,-5.62,0.22,0.0334,0.966,1.83e-05,0.151,146526.0,Purple Wind,c152,electronic,retro,39,0,electronic
0.677,176.048,0.419,-6.328,0.28,0.0526,0.0,0.0127,0.138,184524.0,Exodus,"KoruSe, stellar, Arimasen",electronic,retro,41,0,electronic
0.581,105.027,0.667,-7.847,0.209,0.0406,5.24e-06,0.103,0.0378,150863.0,Nothingness,"LORD CHAOS!, NTPV",electronic,retro,40,0,electronic
0.707,100.0,0.518,-9.234,0.126,0.0357,0.858,0.0394,0.112,136800.0,Echoes,c152,electronic,retro,43,0,electronic
0.25,180.017,0.459,-18.501,0.269,0.0347,0.949,0.735,0.122,154572.0,if it isn't,METAHESH,electronic,retro,40,0,electronic
0.972,105.003,0.552,-6.147,0.0619,0.0453,0.93,1.55e-05,0.207,166857.0,Illusions,c152,electronic,retro,39,0,electronic
0.678,93.368,0.614,-7.829,0.438,0.0405,0.546,0.264,0.0856,190006.0,Skywalker,"c152, Arimasen, KoruSe",electronic,retro,40,0,electronic
0.618,94.07,0.585,-6.814,0.216,0.042,0.619,0.125,0.165,194043.0,Emptiness,"VXLLAIN, Navjaxx",electronic,retro,42,0,electronic
0.522,90.002,0.555,-6.168,0.328,0.0369,0.097,0.413,0.373,171902.0,Shutdown Sequence,Willix,electronic,retro,39,0,electronic
0.792,92.003,0.548,-9.04,0.235,0.0347,0.917,0.0113,0.183,125217.0,Lost World,c152,electronic,retro,39,0,electronic
0.513,94.997,0.495,-11.548,0.116,0.0447,0.969,0.534,0.089,241263.0,vcr_memories,Willix,electronic,retro,39,0,electronic
0.0586,173.732,0.196,-29.575,0.0351,0.0366,0.864,0.781,0.0845,185522.0,milkyway,"Øneheart, Antent, Dean Korso",electronic,retro,42,0,electronic
0.4,127.499,0.511,-14.1,0.191,0.0384,0.779,0.96,0.108,139939.0,riddle,METAHESH,electronic,retro,37,0,electronic
0.874,166.07,0.519,-6.908,0.301,0.187,0.0249,0.0535,0.15,237184.0,Memory Lane,"KoruSe, stellar",electronic,retro,38,0,electronic
0.935,99.985,0.498,-7.171,0.278,0.0374,0.921,0.000256,0.111,136800.0,Neon Blades,c152,electronic,retro,38,0,electronic
0.651,149.979,0.494,-4.127,0.162,0.0384,0.0,0.0819,0.104,222400.0,Nightlight,"ILLENIUM, Annika Wells",electronic,future bass,52,0,electronic
0.75,115.039,0.745,-7.357,0.349,0.0467,0.423,0.004,0.075,262957.0,Say My Name,"ODESZA, Zyra",electronic,future bass,60,0,electronic
0.747,144.061,0.47,-6.362,0.239,0.0867,4.25e-05,0.0468,0.139,177917.0,The Wailing,"Tomatow, Nadya Sumarsono",electronic,future bass,30,0,electronic
0.665,119.988,0.406,-7.903,0.0758,0.0352,0.693,0.172,0.492,234244.0,A Moment Apart,ODESZA,electronic,future bass,64,0,electronic
0.746,140.086,0.52,-5.01,0.17,0.0388,0.000727,0.176,0.118,199857.0,Who U Are,Polar Youth,electronic,future bass,33,0,electronic
0.876,145.012,0.495,-5.494,0.0726,0.0363,0.659,0.00333,0.172,201931.0,Take Me Away,"Tomatow, Cosmowave",electronic,future bass,22,0,electronic
0.881,149.955,0.614,-3.935,0.584,0.0404,0.000105,0.00291,0.185,171176.0,Dry,"GISHIN, AmanderSings",electronic,future bass,36,0,electronic
0.662,90.054,0.679,-5.861,0.365,0.0773,0.0,0.151,0.376,205333.0,Savage (feat. Flux Pavilion & MAX),"Whethan, Flux Pavilion, MAX",electronic,future bass,53,0,electronic
0.706,143.985,0.428,-5.345,0.181,0.0527,0.0,0.0203,0.117,157500.0,Pretty Little Smile,Tomatow,electronic,future bass,34,0,electronic
0.763,150.088,0.57,-4.137,0.43,0.0573,2.49e-06,0.0857,0.0932,239853.0,Light,San Holo,electronic,future bass,56,0,electronic
0.872,150.0,0.648,-4.228,0.531,0.0947,0.00238,0.0328,0.161,178064.0,Paint the Sky,"DJ Fluke, Nikita Afonso",electronic,future bass,35,0,electronic
0.602,94.056,0.753,-6.326,0.555,0.149,0.000249,0.052,0.102,180148.0,Last To Leave (feat. Caroline Ailin),"Louis The Child, Caroline Ailin",electronic,future bass,44,0,electronic
0.903,129.043,0.65,-5.478,0.0681,0.0436,0.779,0.0655,0.134,453069.0,glow,"Fred again.., Duskus, Four Tet, Joy Anonymous, Skrillex",electronic,deep house,63,0,electronic
0.46,126.026,0.769,-11.988,0.215,0.345,0.0693,0.338,0.477,179048.0,the things that bring me joy,Luca,electronic,deep house,62,0,electronic
0.9,125.007,0.605,-6.847,0.0376,0.0431,0.812,0.00888,0.129,195899.0,Palermo,"Above & Beyond, PROFF",electronic,deep house,52,0,electronic
0.781,121.002,0.79,-9.915,0.215,0.0638,0.912,0.511,0.108,423006.0,Into The Night,Tonic Walter,electronic,deep house,57,0,electronic
0.615,123.016,0.8,-8.686,0.758,0.0381,0.473,0.00251,0.225,160488.0,Saturday Morning,Rules,electronic,deep house,57,0,electronic
0.715,123.877,0.611,-10.448,0.0327,0.049,0.918,0.625,0.0986,240449.0,Blossom,VisionV,electronic,deep house,57,0,electronic
0.633,120.069,0.692,-8.513,0.0938,0.16,0.00203,0.164,0.124,222232.0,Mine To Love,Ross Quinn,electronic,deep house,56,0,electronic
0.751,124.006,0.751,-10.263,0.0994,0.0432,0.792,0.0479,0.104,159950.0,NOVA,Tonic Walter,electronic,deep house,56,0,electronic
0.927,133.978,0.447,-6.189,0.383,0.0311,0.557,0.0559,0.121,222092.0,Hiding,"Ben Böhmer, Lykke Li",electronic,deep house,56,0,electronic
0.889,123.029,0.559,-9.952,0.0474,0.0361,0.631,0.169,0.232,199160.0,Felt (feat. Henry Green),"Christian Löffler, Henry Green",electronic,deep house,54,0,electronic
0.44,129.985,0.821,-10.612,0.179,0.0569,0.0552,0.291,0.101,206885.0,Other Side,"AVAION, BUNT.",electronic,deep house,55,0,electronic
0.545,120.052,0.829,-9.541,0.539,0.0384,0.808,0.0757,0.103,147625.0,I Kinda Like It,Lofive,electronic,deep house,48,0,electronic
0.762,122.005,0.734,-7.013,0.251,0.0391,0.952,0.0261,0.12,212459.0,Spring Embers,Nora En Pure,electronic,deep house,53,0,electronic
0.898,123.031,0.661,-3.562,0.325,0.0452,0.314,0.00167,0.0555,222439.0,Sun Will Rise - Edit,"Marten Lou, Sasson (FR)",electronic,deep house,53,0,electronic
0.79,123.003,0.608,-9.68,0.054,0.0361,0.756,0.581,0.127,198049.0,Calm,"Midnight Pass, Ruffnux",electronic,deep house,50,0,electronic
0.571,114.991,0.725,-9.183,0.285,0.0356,0.759,0.106,0.208,212500.0,Where I Find My Mind,Eli & Fur,electronic,deep house,49,0,electronic
0.646,123.806,0.654,-7.197,0.689,0.178,0.234,0.368,0.137,172939.0,Not Giving You Up,Rules,electronic,deep house,57,0,electronic
0.338,120.997,0.674,-18.251,0.333,0.0553,0.717,0.679,0.111,198347.0,Fade,"Alex Lustig, Sølv",electronic,deep house,49,0,electronic
0.498,120.056,0.65,-8.835,0.108,0.0596,0.0144,0.572,0.201,198452.0,Broken,AVAION,electronic,deep house,49,0,electronic
0.729,124.011,0.555,-9.798,0.157,0.0335,0.867,0.151,0.117,290323.0,Childish,Lane 8,electronic,deep house,49,0,electronic
0.342,125.014,0.789,-15.726,0.036,0.0394,0.895,0.704,0.104,261120.0,I Never Really Cared,Stoto,electronic,deep house,48,0,electronic
0.75,120.971,0.565,-9.046,0.142,0.0359,0.395,0.134,0.0847,287812.0,Lost,"Le Youth, Jerro, Lizzy Land",electronic,deep house,47,0,electronic
0.564,120.021,0.772,-11.577,0.308,0.0388,0.884,0.584,0.0897,291306.0,No Stress in Cres,Sound Nomaden,electronic,deep house,47,0,electronic
0.542,123.846,0.279,-11.962,0.163,0.0494,0.601,0.47,0.0888,253240.0,Erase,"Ben Böhmer, lau.ra",electronic,deep house,47,0,electronic
0.458,122.027,0.65,-13.202,0.442,0.0395,0.957,0.801,0.0958,192295.0,searchingforthelights,Tonic Walter,electronic,deep house,47,0,electronic
0.74,125.998,0.674,-9.138,0.166,0.0504,0.818,0.515,0.319,296360.0,These Things Will Come To Be,DJ Seinfeld,electronic,deep house,53,0,electronic
0.837,120.021,0.625,-6.202,0.152,0.0931,0.914,0.277,0.193,162500.0,Do No More,Nora En Pure,electronic,deep house,47,0,electronic
0.575,122.022,0.578,-11.284,0.0394,0.0294,0.552,0.000457,0.0624,304928.0,Lençóis (Love Me) - Notre Dame Remix,"RY X, Notre Dame",electronic,deep house,47,0,electronic
0.422,111.967,0.7,-14.276,0.193,0.0356,0.424,0.523,0.12,165500.0,There For You,Y.V.E. 48,electronic,deep house,47,0,electronic
0.946,120.0,0.665,-5.215,0.133,0.0373,0.648,0.00186,0.198,216500.0,Save Me,"Kaskade, Lauren L'aimant",electronic,deep house,46,0,electronic
0.725,124.027,0.567,-10.29,0.495,0.0342,0.891,0.144,0.406,190161.0,In My Head,Trilucid,electronic,deep house,46,0,electronic
0.908,124.992,0.637,-8.035,0.103,0.0365,0.952,0.0472,0.0864,238181.0,All Night Long,Marsh,electronic,deep house,46,0,electronic
0.584,119.007,0.734,-10.721,0.04,0.0357,0.852,0.124,0.0802,344893.0,Verden,"MEUTE, pølaroit",electronic,deep house,46,0,electronic
0.909,122.002,0.623,-7.929,0.0581,0.0342,0.96,0.0396,0.22,175082.0,Sherwood Forest,Nora En Pure,electronic,deep house,46,0,electronic
0.739,123.032,0.661,-10.153,0.251,0.0341,0.69,0.0148,0.17,208781.0,Falling Apart,Catching Flies,electronic,deep house,45,0,electronic
0.579,128.03,0.754,-7.497,0.31,0.0309,0.595,0.00689,0.0823,249012.0,I Can Make It,CRi,electronic,deep house,45,0,electronic
0.901,122.995,0.68,-6.818,0.0598,0.0339,0.908,0.000487,0.338,244518.0,Ascension,"Marsh, Volen Sentir",electronic,deep house,46,0,electronic
0.569,116.016,0.712,-10.819,0.241,0.0348,0.492,0.346,0.0794,251591.0,New Fires,"Christian Löffler, Henry Green",electronic,deep house,45,0,electronic
0.452,114.994,0.667,-12.089,0.0425,0.0322,0.888,0.239,0.0847,254749.0,Mimose,Parra for Cuva,electronic,deep house,45,0,electronic
0.748,126.082,0.561,-7.368,0.0393,0.0437,0.0255,0.0898,0.106,207738.0,Hiding - HÜMAN Remix,"AVAION, HÜMAN",electronic,deep house,45,0,electronic
0.723,121.002,0.604,-7.676,0.0706,0.0279,0.17,0.017,0.36,231074.0,Love Will Save Me - CamelPhat Remix,"WhoMadeWho, CamelPhat, RY X",electronic,deep house,45,0,electronic
0.902,121.986,0.648,-6.882,0.11,0.0673,0.956,0.115,0.2,269508.0,Indulgence,Nora En Pure,electronic,deep house,46,0,electronic
0.68,119.967,0.699,-8.177,0.13,0.0317,0.129,0.00801,0.106,296000.0,Like I Used To,"Steven Weston, Låpsley",electronic,deep house,45,0,electronic
0.807,124.004,0.778,-10.79,0.0384,0.0671,0.703,0.0816,0.238,224516.0,Keep Going,Stephan Jolk,electronic,deep house,45,0,electronic
0.763,121.008,0.631,-9.774,0.715,0.0352,0.299,0.0824,0.0875,202501.0,Waves (feat. Grace Tither),"BLOND:ISH, Grace Tither",electronic,deep house,45,0,electronic
0.781,135.093,0.678,-10.792,0.233,0.148,0.796,0.462,0.703,161614.0,Have U,Caius,electronic,deep house,45,0,electronic
0.815,124.975,0.576,-7.088,0.039,0.0334,0.00661,0.00966,0.0911,250921.0,Lonely,"Nils Hoffmann, Rae Morris",electronic,deep house,45,0,electronic
0.732,122.018,0.774,-11.04,0.328,0.0346,0.963,0.00197,0.185,227213.0,Sunrise Song,Luttrell,electronic,deep house,44,0,electronic
0.805,117.981,0.555,-7.574,0.498,0.0316,0.744,0.00114,0.113,319552.0,Oceanside Girl,Holo,electronic,deep house,44,0,electronic
0.542,120.988,0.835,-11.611,0.64,0.0545,0.838,0.546,0.108,307625.0,Running up That Hill,Dayne S,electronic,deep house,44,0,electronic
0.791,123.986,0.534,-6.288,0.17,0.0291,0.268,0.038,0.244,265265.0,Call My Name,"Franky Wah, Rae Morris",electronic,deep house,44,0,electronic
0.657,114.002,0.615,-9.864,0.525,0.0287,0.859,0.599,0.0892,324333.0,Cynnes,il:lo,electronic,deep house,43,0,electronic
0.667,120.004,0.578,-12.066,0.243,0.035,0.419,0.254,0.146,218000.0,All we ever wanted,"MVCA, SCHWARZ",electronic,deep house,43,0,electronic
0.543,124.046,0.652,-9.461,0.3,0.0336,0.00976,0.0208,0.148,175041.0,Something Right,"Luttrell, Molly Moonwater",electronic,deep house,44,0,electronic
0.852,122.039,0.66,-5.581,0.203,0.0337,0.111,0.013,0.276,257678.0,Egyptian Sun,"Francis Mercier, Kiesza",electronic,deep house,43,0,electronic
0.896,104.982,0.788,-7.873,0.275,0.0578,0.896,0.0721,0.0254,534857.0,Ibiza Blue,Sue Avenue,electronic,deep house,43,0,electronic
0.575,118.029,0.624,-9.945,0.0654,0.0393,0.919,0.441,0.1,247730.0,Envy,"Christian Löffler, Mogli",electronic,deep house,43,0,electronic
0.626,96.625,0.833,-7.798,0.703,0.0697,7.83e-06,0.0225,0.0893,235880.0,La Suavecita,"La Sonora Dinamita, Alvaro Pava",latin,cumbia,41,0,pop
0.684,119.994,0.869,-5.571,0.982,0.0441,0.0,0.071,0.25,177747.0,El Muñeco,Brazeros Musical De Durango,latin,cumbia,20,0,pop
0.505,180.625,0.64,-5.766,0.786,0.0362,0.0,0.176,0.0769,247893.0,Todo Me Gusta De Ti,Aaron Y Su Grupo Ilusion,latin,cumbia,67,0,pop
0.673,89.646,0.719,-7.184,0.95,0.0347,0.0,0.414,0.126,143973.0,El Colesterol,Fito Olivares y Su Grupo,latin,cumbia,45,0,pop
0.886,96.555,0.843,-5.3,0.856,0.0332,0.000387,0.0736,0.156,170573.0,Por cuánto me lo das,Los Tigrillos,latin,cumbia,31,0,pop
0.698,99.878,0.911,-8.529,0.891,0.0501,5.77e-06,0.0333,0.0781,258299.0,El Hijo De Tuta,La Chanchona De Tito Mira,latin,cumbia,32,0,pop
0.673,139.991,0.844,-7.498,0.849,0.0632,0.000263,0.0836,0.0512,275267.0,Mix Aniceto 2000: Josefina / La Loca / La Brujita,Los Francos,latin,cumbia,21,0,pop
0.488,191.935,0.696,-9.382,0.897,0.0701,0.0179,0.14,0.134,241189.0,Estas Bien Buena,Los Hermanos Flores,latin,cumbia,42,0,pop
0.685,182.031,0.503,-5.673,0.787,0.0678,0.000129,0.126,0.233,263880.0,La 2Da. De Niña,Aaron Y Su Grupo Ilusion,latin,cumbia,20,0,pop
0.838,95.86,0.727,-6.779,0.709,0.0409,0.000401,0.574,0.0497,266467.0,La Negra Caderona,Aniceto Molina,latin,cumbia,46,0,pop
0.79,97.833,0.728,-8.458,0.842,0.0482,0.0,0.304,0.0983,187707.0,La Guera Salome,Fito Olivares y Su Grupo,latin,cumbia,46,0,pop
0.619,176.296,0.467,-10.079,0.826,0.0359,0.00545,0.763,0.181,190800.0,Juana La Cubana,Fito Olivares y Su Grupo,latin,cumbia,56,0,pop
